総額(万),家賃(万),管理費(円),物件名,間取り,面積,階,築年,構造,最寄り駅,徒歩(分),桜木町(分),路線,区,犯罪率(‰),所在地,敷/礼,バストイレ別,オートロック,エアコン,洗濯機置場,洗面台,モニタホン,宅配BOX,都市ガス,システムキッチン,IH,ガスコンロ可,物件ページ
5.6,5.3,3000,サンシーロ鶴見A棟,1R,16.28㎡,3,13,木造,鶴見,,12,JR京浜東北・根岸線,鶴見区,5.87,神奈川県横浜市鶴見区東寺尾4,敷 5.3万円※ / 礼 5.3万円※,○,,○,○,○,○,,,○,○,,https://realestate.yahoo.co.jp/rent/detail/00000313734567c3ff39074f41712e298992013b035d/
5.6,5.3,3000,グランデ岸根公園II,1R,19.77㎡,4,34,鉄筋コンクリート,岸根公園,7,15,ブルーライン,港北区,4.78,神奈川県横浜市港北区岸根町,敷 なし / 礼 なし,,○,○,○,,○,○,○,,○,,https://realestate.yahoo.co.jp/rent/detail/00000402872790ac06b4a9dd66d18993e27daa2f5aa6/
5.6,5.3,3000,アメニティー成川,1R,16.25㎡,3,33,鉄骨,新川崎,16,15,JR横須賀線,幸区,5.98,神奈川県川崎市幸区下平間,敷 なし / 礼 なし,,,○,○,,,,○,,,○,https://realestate.yahoo.co.jp/rent/detail/000000934561c736de7f0fc29d9f947cf5b7e22db84a/
5.6,5.3,3000,メゾン・ド・スリジェ,1R,13.23㎡,4,43,鉄筋コンクリート,都立大学,7,33,東急東横線,目黒区,9.77,東京都目黒区柿の木坂1,敷 なし / 礼 なし,,,○,,,,,○,,,○,https://realestate.yahoo.co.jp/rent/detail/000000884505295f87ee6e56a6167baa31330f097816/
5.6,5.3,3000,TOP学芸大学第4,1R,12.84㎡,4,42,鉄筋コンクリート,都立大学,11,33,東急東横線,目黒区,9.77,東京都目黒区碑文谷5,敷 5.3万円 / 礼 5.3万円,,,○,○,,,,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/00000234834983e61226ce2e39a60f8e100a5290159a/
5.6,5.4,2000,早川ビル,1R,16.5㎡,6,40,鉄筋コンクリート,高島町,7,5,ブルーライン,西区,14.14,神奈川県横浜市西区戸部本町,敷 5.4万円 / 礼 なし,,○,○,○,,,,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/000001259022c9f65841b738479dc931e74a09b98b31/
5.6,5.4,2000,ラフィネ横浜WEST,1R,19.49㎡,5,23,鉄骨,天王町,8,14,相鉄本線,保土ケ谷区,3.99,神奈川県横浜市西区南浅間町,敷 なし / 礼 なし,,,○,○,○,,,○,○,,,https://realestate.yahoo.co.jp/rent/detail/000009030437cadbdd5226b462d018a9fec58b789d29/
5.6,5.6,0,グレイスヒルズヨコハマ,1R,20.15㎡,3,9,鉄骨,阪東橋,7,6,ブルーライン,南区,3.93,神奈川県横浜市南区中村町3,敷 4.4万円 / 礼 なし,○,○,○,○,○,○,○,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/0000079235759c7b34e53bf0d8f4126681b6f4ddf91e/
5.7,4.9,8000,アーバンヒルズ吉野町,1R,16.36㎡,7,35,鉄筋コンクリート,吉野町,7,8,ブルーライン,南区,3.93,神奈川県横浜市南区宮元町1,敷 なし / 礼 なし,,○,○,○,,○,,,,○,,https://realestate.yahoo.co.jp/rent/detail/0000011420457c56131510d38937e5e748a80d4c2485/
5.7,5.05,6500,京急本線 日ノ出町駅 地下1地上11階建 築38年,1R,15㎡,3,38,鉄骨鉄筋コンクリート,日ノ出町,1,8,京急本線,中区,11.11,神奈川県横浜市中区日ノ出町1,敷 5.05万円※ / 礼 なし,,○,○,○,,○,○,○,,○,,https://realestate.yahoo.co.jp/rent/detail/_000001783208efb474aa806bdbdab73c00d709a07f34/
5.7,5.05,6500,スカイコート横浜日ノ出町,1R,15㎡,3,38,鉄骨鉄筋コンクリート,日ノ出町,1,8,京急本線,中区,11.11,神奈川県横浜市中区日ノ出町1,敷 5.05万円※ / 礼 なし,,○,○,○,,○,○,○,,○,,https://realestate.yahoo.co.jp/rent/detail/000001783208efb474aa806bdbdab73c00d709a07f34/
5.7,5.05,6500,京急本線 日ノ出町駅 11階建 築38年,1R,15㎡,3,38,鉄骨鉄筋コンクリート,黄金町,12,10,京急本線,南区,3.93,神奈川県横浜市中区日ノ出町1,敷 5.05万円※ / 礼 なし,,○,○,○,,○,○,○,,○,,https://realestate.yahoo.co.jp/rent/detail/_000001783208efb474aa806bdbdab73c00d709a07f34/
5.7,5.15,5500,スカイコート新川崎,1R,16㎡,3,39,鉄筋コンクリート,新川崎,7,15,JR横須賀線,幸区,5.98,神奈川県川崎市幸区北加瀬1,敷 5.15万円※ / 礼 なし,,,○,,○,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/000000997585d20c648b94229bcfc5792cbb3e4756e2/
5.7,5.2,5000,横浜市営地下鉄ブルーライン 伊勢佐木長者町駅 11階建 築34年,1R,16.01㎡,10,34,鉄骨鉄筋コンクリート,伊勢佐木長者町,6,4,ブルーライン,中区,11.11,神奈川県横浜市南区永楽町1,敷 なし / 礼 なし,,○,○,○,,○,,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/_000004041655741c510dabce18e420da2e613e0c8386/
5.7,5.2,5000,横浜市営地下鉄ブルーライン 伊勢佐木長者町駅 地上11階建て 築34年,1R,16.01㎡,10,34,鉄骨鉄筋コンクリート,伊勢佐木長者町,6,4,ブルーライン,中区,11.11,神奈川県横浜市南区永楽町001,敷 なし / 礼 なし,,○,○,○,,○,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/_000004626719741c510dabce18e420da2e613e0c8386/
5.7,5.2,5000,伊勢佐木町ダイカンプラザCityII,1R,16.01㎡,10,34,鉄骨鉄筋コンクリート,伊勢佐木長者町,6,4,ブルーライン,中区,11.11,神奈川県横浜市南区永楽町1,敷 なし / 礼 なし,,○,○,○,,○,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/000004626719741c510dabce18e420da2e613e0c8386/
5.7,5.2,5000,リーヴェルステージ横浜南,1R,21.97㎡,3,36,鉄骨,阪東橋,4,6,ブルーライン,南区,3.93,神奈川県横浜市南区新川町1,敷 5.2万円 / 礼 なし,,,,,,,,,,○,,https://realestate.yahoo.co.jp/rent/detail/000003784299bef77b9610746fad2ef6f4f03ab43ae9/
5.7,5.2,5000,JR京浜東北・根岸線 東神奈川駅 3階建 築35年,1R,18.28㎡,3,35,鉄筋コンクリート,東神奈川,15,6,JR京浜東北・根岸線,神奈川区,4.71,神奈川県横浜市神奈川区白幡西町,敷 なし / 礼 なし,○,○,○,○,○,,,,,,,https://realestate.yahoo.co.jp/rent/detail/_000003924315ba5f36650ed503e53088f5461e261897/
5.7,5.2,5000,ガーデン東白楽,1R,18.28㎡,3,35,鉄筋コンクリート,東神奈川,15,6,JR京浜東北・根岸線,神奈川区,4.71,神奈川県横浜市神奈川区白幡西町,敷 なし / 礼 なし,○,○,○,○,○,,,,,,○,https://realestate.yahoo.co.jp/rent/detail/000001001258ba5f36650ed503e53088f5461e261897/
5.7,5.2,5000,ホーユウコンフォルト鶴ヶ峰,1R,16.85㎡,4,36,鉄筋コンクリート,鶴ケ峰,7,22,相鉄本線,旭区,4.61,神奈川県横浜市旭区鶴ケ峰1,敷 なし / 礼 なし,,,○,,,,,,,,,https://realestate.yahoo.co.jp/rent/detail/000004037948494153a45a621f988f95837003d5a4bf/
5.7,5.2,5000,相模鉄道本線 鶴ケ峰駅 4階建 築36年,1R,16.85㎡,4,36,鉄筋コンクリート,鶴ケ峰,7,22,相鉄本線,旭区,4.61,神奈川県横浜市旭区鶴ケ峰1,敷 なし / 礼 なし,,,○,,,,,,,,,https://realestate.yahoo.co.jp/rent/detail/_000004037948494153a45a621f988f95837003d5a4bf/
5.7,5.3,4000,パレクレール,1R,19.45㎡,3,37,鉄骨,上星川,1,20,相鉄本線,保土ケ谷区,3.99,神奈川県横浜市保土ヶ谷区坂本町,敷 なし / 礼 なし,,,○,○,,○,,,,○,○,https://realestate.yahoo.co.jp/rent/detail/000001028215ae4d48ab001a3902c9f6646113d600f7/
5.7,5.4,3000,パレ・ドール伊勢佐木町南,1R,19.29㎡,6,36,鉄骨鉄筋コンクリート,阪東橋,4,6,ブルーライン,南区,3.93,神奈川県横浜市南区白妙町5,敷 なし / 礼 なし,,○,○,○,,○,,,,,,https://realestate.yahoo.co.jp/rent/detail/00000109170389e234e51605ac00d3b8018a0ba64f86/
5.7,5.4,3000,第2三誠ビル,1R,17.68㎡,3,35,鉄骨鉄筋コンクリート,鶴見,20,12,JR京浜東北・根岸線,鶴見区,5.87,神奈川県横浜市鶴見区下末吉5,敷 5.4万円※ / 礼 なし,,,○,,○,○,○,○,○,,○,https://realestate.yahoo.co.jp/rent/detail/0000018165111dd890aee49fb9e20156abef34bdb848/
5.7,5.5,2000,TOP・桜木町,1R,14.37㎡,4,41,鉄筋コンクリート,日ノ出町,9,8,京急本線,中区,11.11,神奈川県横浜市西区戸部町1,敷 5.5万円 / 礼 5.5万円,,,,○,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/000000880647ec9bd025b02f4e234212507ff669fde3/
5.7,5.5,2000,杉本ビル,1R,20㎡,3,38,鉄筋コンクリート,新杉田,3,16,JR京浜東北・根岸線,磯子区,4.36,神奈川県横浜市磯子区杉田1,敷 5.5万円 / 礼 なし,,,○,○,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/000001201549b30499306245f8ce8ff03604b6f78ca4/
5.7,5.5,2000,川崎ダイヤモンドパレス,1R,16.9㎡,5,38,鉄骨鉄筋コンクリート,川崎,,16,JR京浜東北・根岸線,川崎区,10.65,神奈川県川崎市川崎区池上新町1丁目,敷 1ヶ月 / 礼 なし,,,○,,○,,○,○,,○,,https://realestate.yahoo.co.jp/rent/detail/0000017508136ec6c6d982a23e273284f6ff57ab9464/
5.7,5.5,2000,クレードル菊名,1R,17.37㎡,3,35,鉄骨,菊名,4,16,東急東横線,港北区,4.78,神奈川県横浜市港北区菊名6,敷 なし / 礼 5.5万円※,○,,○,,,,,,○,,,https://realestate.yahoo.co.jp/rent/detail/00000209620629c1b0badce74cde4a9dfcb123500bfe/
5.7,5.5,2000,元住吉ハウス,1R,17.05㎡,4,36,鉄筋コンクリート,日吉,20,22,東急東横線,中原区,4.01,神奈川県川崎市中原区井田中ノ町,敷 5.5万円 / 礼 なし,,○,○,○,,○,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/0000008705593def7c1500700b4c85883e35e91625f0/
5.7,5.5,2000,ユークレスト下小田中,1R,15.75㎡,3,39,鉄筋コンクリート,武蔵小杉,23,23,東急東横線,中原区,4.01,神奈川県川崎市中原区下小田中2,敷 5.5万円 / 礼 なし,,,○,○,,,,,,○,,https://realestate.yahoo.co.jp/rent/detail/0000019245182bbb0d1454a9f9cb5a9e4011d1e676ab/
5.7,5.7,0,ウインベルソロ川崎第11,1R,18.78㎡,4,38,鉄骨鉄筋コンクリート,川崎,,16,JR京浜東北・根岸線,川崎区,10.65,神奈川県川崎市川崎区藤崎4丁目,敷 11.4万円 / 礼 なし,,,○,○,,○,,○,○,○,○,https://realestate.yahoo.co.jp/rent/detail/000004800704ba316b78a350df5cb8e49e0a7230f727/
5.7,5.7,0,アクトピア鶴見II,1R,16.66㎡,3,38,鉄筋コンクリート,八丁畷,25,21,京急本線,鶴見区,5.87,神奈川県横浜市鶴見区矢向2,敷 11.4万円 / 礼 5.7万円,,,,,,,,,,,,https://realestate.yahoo.co.jp/rent/detail/000000935224fd4ab1a63221fa77433a3fe4deffd1f5/
5.75,5.25,5000,第3池ヶ谷ビル,1R,15.14㎡,5,30,鉄骨,高島町,11,5,ブルーライン,西区,14.14,神奈川県横浜市西区中央2,敷 5.25万円 / 礼 なし,,,○,○,,,,,,,○,https://realestate.yahoo.co.jp/rent/detail/00000242541564d64ca31386e6e06d41c3f0ed3642f6/
5.8,5.0,8000,シャトレーイン横浜,1R,14.21㎡,6,45,鉄骨鉄筋コンクリート,伊勢佐木長者町,6,4,ブルーライン,中区,11.11,神奈川県横浜市中区不老町1,敷 なし / 礼 なし,,,○,○,,,,,,,,https://realestate.yahoo.co.jp/rent/detail/0000018730960270206a4e84da0916b270cc69a4565d/
5.8,5.0,8000,根岸線 関内駅 地下1地上11階建 築45年,1R,16㎡,6,45,鉄骨鉄筋コンクリート,伊勢佐木長者町,6,4,ブルーライン,中区,11.11,神奈川県横浜市中区不老町1,敷 なし / 礼 なし,,,○,○,,,,,○,,,https://realestate.yahoo.co.jp/rent/detail/_000001873096ae6b58ebb30fee8578446a5d76e0e1ef/
5.8,5.2,6000,能見台マンション,1R,19.8㎡,3,38,木造,能見台,3,29,京急本線,金沢区,5.5,神奈川県横浜市金沢区能見台通,敷 なし / 礼 なし,,,○,○,,,,,,○,,https://realestate.yahoo.co.jp/rent/detail/000008813795949203dbac2f797c03064098690e7447/
5.8,5.2,6000,能見台マンション,1R,19.8㎡,4,38,木造,能見台,3,29,京急本線,金沢区,5.5,神奈川県横浜市金沢区能見台通,敷 なし / 礼 なし,,,○,○,,,,,,○,,https://realestate.yahoo.co.jp/rent/detail/00000881379510a4501fc5f9e0b7b533962e45dc9634/
5.8,5.2,6000,京急本線 能見台駅 4階建 築38年,1R,19.8㎡,4,38,木造,能見台,3,29,京急本線,金沢区,5.5,神奈川県横浜市金沢区能見台通,敷 なし / 礼 なし,,,○,○,,,,,,○,,https://realestate.yahoo.co.jp/rent/detail/_00000900835110a4501fc5f9e0b7b533962e45dc9634/
5.8,5.3,5000,ライオンズマンション横浜大通り公園第3,1R,15.37㎡,7,35,鉄骨鉄筋コンクリート,阪東橋,2,6,ブルーライン,南区,3.93,神奈川県横浜市中区曙町4,敷 5.3万円 / 礼 なし,,○,○,○,,○,○,○,,○,,https://realestate.yahoo.co.jp/rent/detail/000003422673b13b8ada955b9f9d74566a7f60db1a73/
5.8,5.3,5000,JR京浜東北・根岸線 東神奈川駅 10階建 築35年,1R,16.01㎡,7,35,鉄筋コンクリート,東神奈川,13,6,JR京浜東北・根岸線,神奈川区,4.71,神奈川県横浜市神奈川区新町,敷 なし / 礼 なし,,○,○,○,,,,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/_000003774412f082d3621360070be5ec9a7bbe9a0fec/
5.8,5.3,5000,クリオ神奈川新町壱番館,1R,16.01㎡,7,35,鉄筋コンクリート,東神奈川,12,6,JR京浜東北・根岸線,神奈川区,4.71,神奈川県横浜市神奈川区新町,敷 なし※ / 礼 なし,,○,○,○,,○,○,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/000003774412f082d3621360070be5ec9a7bbe9a0fec/
5.8,5.3,5000,プレール横浜山手,1R,16.02㎡,3,33,鉄筋コンクリート,山手,7,7,JR京浜東北・根岸線,中区,11.11,神奈川県横浜市中区豆口台,敷 なし / 礼 なし,,,○,○,,,○,,,,,https://realestate.yahoo.co.jp/rent/detail/0000010781332ded91b0914e3fd146222836bc539b12/
5.8,5.3,5000,プレール横浜山手,1R,13.51㎡,3,42,鉄筋コンクリート,山手,9,7,JR京浜東北・根岸線,中区,11.11,神奈川県横浜市中区豆口台,敷 なし / 礼 なし,,,○,○,,,○,○,,,,https://realestate.yahoo.co.jp/rent/detail/0000088241744bb7941f3249bece99b46a8ab66ddd06/
5.8,5.3,5000,京急本線 上大岡駅 3階建 築7年,1R,18.63㎡,3,7,木造,上大岡,15,13,ブルーライン,港南区,4.75,神奈川県横浜市南区別所5,敷 なし / 礼 なし,○,,○,○,,○,,,○,○,,https://realestate.yahoo.co.jp/rent/detail/_000004645693cff88a64dfaae522a513faec534176fb/
5.8,5.3,5000,ライオンズマンション平間駅前第二,1R,16.87㎡,3,36,鉄筋コンクリート,新川崎,14,15,JR横須賀線,中原区,4.01,神奈川県川崎市中原区田尻町,敷 5.3万円※ / 礼 5.3万円※,,○,○,○,○,○,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/0000041618720a897abc899a27dd2ea34fe50f942b09/
5.8,5.4,4000,第3東和ビル,1R,17.01㎡,5,36,鉄筋コンクリート,吉野町,5,8,ブルーライン,南区,3.93,神奈川県横浜市南区宮元町1,敷 5.4万円 / 礼 5万円※,○,,○,,,,,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/00000112047644f3d5366a594350a6a16b790211d9a0/
5.8,5.4,4000,横浜市営地下鉄ブルーライン 吉野町駅 7階建 築36年,1R,17.01㎡,5,36,鉄筋コンクリート,吉野町,5,8,ブルーライン,南区,3.93,神奈川県横浜市南区宮元町1,敷 5.4万円 / 礼 5.4万円,○,,○,,,,,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/_00000112047644f3d5366a594350a6a16b790211d9a0/
5.8,5.5,3000,横浜市営地下鉄ブルーライン 伊勢佐木長者町駅 9階建 築40年,1R,17.18㎡,5,40,鉄骨鉄筋コンクリート,伊勢佐木長者町,1,4,ブルーライン,中区,11.11,神奈川県横浜市中区長者町5,敷 なし / 礼 なし,,,○,,,○,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/_000004318850367d9d9841adfd55e47c9cbd85fe8bb0/
5.8,5.5,3000,大営長者町ビル,1R,17.18㎡,5,40,鉄骨鉄筋コンクリート,伊勢佐木長者町,1,4,ブルーライン,中区,11.11,神奈川県横浜市中区長者町5,敷 なし / 礼 なし,,,○,,,○,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/000001113940367d9d9841adfd55e47c9cbd85fe8bb0/
5.8,5.5,3000,Windy Hills 横浜吉野町,1R,16.02㎡,3,13,木造,吉野町,4,8,ブルーライン,南区,3.93,神奈川県横浜市南区高砂町2,敷 なし / 礼 なし,,,,,,,,,,,,https://realestate.yahoo.co.jp/rent/detail/0000039734082ded91b0914e3fd146222836bc539b12/
5.8,5.5,3000,LEEビル,1R,18.5㎡,3,32,鉄筋コンクリート,根岸,121,10,JR京浜東北・根岸線,中区,11.11,神奈川県横浜市中区本牧三之谷,敷 なし / 礼 なし,,,○,○,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/000003229439a75f945575a115d6af286a6e445a5588/
5.8,5.5,3000,ハイネス下野谷,1R,19.44㎡,3,38,鉄骨,鶴見,17,12,JR京浜東北・根岸線,鶴見区,5.87,神奈川県横浜市鶴見区下野谷町4,敷 なし / 礼 なし,,,○,○,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/000001813842209cd2b9e13ea72f7f3c445a141976a9/
5.8,5.5,3000,第二中里マンション,1R,17㎡,3,36,鉄骨,新川崎,19,15,JR横須賀線,中原区,4.01,神奈川県川崎市中原区苅宿000,敷 1ヶ月 / 礼 なし,,,○,,,,,○,,,,https://realestate.yahoo.co.jp/rent/detail/000004875072e66ac2ddb08b5e3d2d31ce9c4d21f7a7/
5.8,5.5,3000,新堀ビル,1R,19.88㎡,3,36,鉄骨,新川崎,20,15,JR横須賀線,幸区,5.98,神奈川県川崎市幸区小倉3丁目,敷 なし / 礼 なし,,,○,○,,,,,,,,https://realestate.yahoo.co.jp/rent/detail/0000054629318bf2e02ca5bffb144aa7215692198f49/
5.8,5.5,3000,テルス渡田,1R,10.69㎡,3,10,その他,川崎,,16,JR京浜東北・根岸線,川崎区,10.65,神奈川県川崎市川崎区渡田2,敷 なし / 礼 なし,,,○,○,,,,,,○,,https://realestate.yahoo.co.jp/rent/detail/0000012615483d33694f5a89b0d5825b01abc52e5bdc/
5.8,5.5,3000,シェブロン第2ビル,1R,16.03㎡,3,36,鉄骨,綱島,5,21,東急東横線,港北区,4.78,神奈川県横浜市港北区綱島西2,敷 5.5万円 / 礼 5.5万円,,,○,,,,,○,,,,https://realestate.yahoo.co.jp/rent/detail/00000170119592ea53e94254ca5953959a22fd7ff88c/
5.8,5.5,3000,ロータリー大岡山,1R,14.4㎡,3,42,鉄筋コンクリート,都立大学,11,33,東急東横線,目黒区,9.77,東京都目黒区大岡山1,敷 5.5万円 / 礼 5.5万円,,,○,,,,,○,,,○,https://realestate.yahoo.co.jp/rent/detail/00000260962844a8bccf58a0bb32d49f8bbe0f3e6953/
5.8,5.6,2000,スカイコート尾山台,1R,14.98㎡,4,43,鉄筋コンクリート,自由が丘,21,30,東急東横線,世田谷区,9.9,東京都世田谷区尾山台3,敷 5.6万円 / 礼 5.6万円,,○,○,,,○,,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/000000873793bf03918ff9b927cad18cf5d3e0e42b6c/
5.8,5.8,0,藤和伊勢佐木町ハイタウン,1R,23.04㎡,3,46,鉄骨鉄筋コンクリート,伊勢佐木長者町,4,4,ブルーライン,中区,11.11,神奈川県横浜市中区曙町1,敷 5.8万円 / 礼 5.8万円,,○,○,,,,,○,,,,https://realestate.yahoo.co.jp/rent/detail/0000041156629cbe87f7fdeb2b743bf67c36788655fe/
5.8,5.8,0,クレイン阿部,1R,17.8㎡,3,34,鉄骨,鶴見,10,12,JR京浜東北・根岸線,鶴見区,5.87,神奈川県横浜市鶴見区佃野町,敷 5.8万円 / 礼 5.8万円,,,○,○,,○,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/0000018329722d604680206d93a353037717f4f78526/
5.8,5.8,0,ウェストフィールド,1R,19.87㎡,3,26,鉄骨,鶴見,,12,JR京浜東北・根岸線,鶴見区,5.87,神奈川県横浜市鶴見区駒岡5,敷 なし / 礼 5.8万円※,○,,○,○,○,○,,,,○,,https://realestate.yahoo.co.jp/rent/detail/00000360998550134c875db2101ace7927c141068612/
5.8,5.8,0,JR京浜東北・根岸線 川崎駅 3階建 築35年,1R,20.04㎡,3,35,鉄骨,川崎,,16,JR京浜東北・根岸線,川崎区,10.65,神奈川県川崎市川崎区桜本2,敷 5.8万円 / 礼 なし,,,○,,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/_000002802654a8c75c1c8b6d047e6ce046e6869f0a19/
5.9,5.0,9000,モナークマンション武蔵新城第2,1R,16.62㎡,4,38,鉄筋コンクリート,武蔵新城,9,36,JR南武線,高津区,4.95,神奈川県川崎市高津区末長004,敷 1ヶ月 / 礼 1ヶ月,,○,○,○,,,,,,○,,https://realestate.yahoo.co.jp/rent/detail/0000024955708ccbe3cd96d1131a0ac3cf1a17342b53/
5.9,5.0,9000,JR南武線 武蔵新城駅 6階建 築38年,1R,16.62㎡,4,38,鉄筋コンクリート,武蔵新城,9,36,JR南武線,高津区,4.95,神奈川県川崎市高津区末長4,敷 5万円※ / 礼 5万円※,,○,○,○,,,,,,○,,https://realestate.yahoo.co.jp/rent/detail/_0000024955708ccbe3cd96d1131a0ac3cf1a17342b53/
5.9,5.1,8000,アップルコート綱島,1R,15.59㎡,3,39,鉄筋コンクリート,綱島,12,21,東急東横線,港北区,4.78,神奈川県横浜市港北区綱島西4,敷 7万円 / 礼 なし,,○,○,○,,,○,○,,○,,https://realestate.yahoo.co.jp/rent/detail/000002943380880b6e3dd69d4f54d41dc6c8f35d6b29/
5.9,5.3,6000,グランディオール白楽,1R,16.04㎡,3,32,鉄筋コンクリート,東白楽,11,11,東急東横線,神奈川区,4.71,神奈川県横浜市神奈川区白幡上町,敷 5.3万円 / 礼 5.3万円,,,○,○,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/0000017242212679d189778a1c7bedf8836d7d698cca/
5.9,5.4,5000,横浜市営地下鉄ブルーライン 伊勢佐木長者町駅 11階建 築39年,1R,17.4㎡,11,39,鉄骨鉄筋コンクリート,伊勢佐木長者町,3,4,ブルーライン,中区,11.11,神奈川県横浜市中区長者町3,敷 なし / 礼 5.4万円,,,○,,,,,,,,,https://realestate.yahoo.co.jp/rent/detail/_0000021897299b5b477635d11a1d76522c4b27b52a2c/
5.9,5.4,5000,リ・ラフォーレ,1R,21.12㎡,3,40,鉄筋コンクリート,三ツ沢下町,12,9,ブルーライン,神奈川区,4.71,神奈川県横浜市神奈川区高島台,敷 なし / 礼 5.4万円,,,○,,,,,,,,○,https://realestate.yahoo.co.jp/rent/detail/0000018650709f6a0223999e9916c501c662c576be17/
5.9,5.4,5000,エクセレント21,1R,16.5㎡,3,40,鉄筋コンクリート,戸部,5,10,京急本線,西区,14.14,神奈川県横浜市西区平沼2,敷 5.4万円 / 礼 なし,,,○,,,○,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/0000048622941b9c65cf66b49901a3ae8a0de66c1324/
5.9,5.4,5000,コスモ6,1R,16.69㎡,7,34,鉄筋コンクリート,川崎,,16,JR京浜東北・根岸線,川崎区,10.65,神奈川県川崎市川崎区浜町1,敷 5.4万円 / 礼 5.4万円,,,○,,○,,,○,,,,https://realestate.yahoo.co.jp/rent/detail/00000750658480c23e0a761dc4fc75afa66366bba07c/
5.9,5.4,5000,アムス堀ノ内A棟,1R,16.47㎡,3,39,鉄骨鉄筋コンクリート,川崎,14,16,JR京浜東北・根岸線,川崎区,10.65,神奈川県川崎市川崎区堀之内町,敷 なし / 礼 なし,,,○,,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/000000876982690ea70d448e7996a0720990a05e46dc/
5.9,5.5,4000,JR京浜東北・根岸線 鶴見駅 5階建 築39年,1R,16.2㎡,3,39,鉄骨,鶴見,,12,JR京浜東北・根岸線,鶴見区,5.87,神奈川県横浜市鶴見区東寺尾6,敷 なし / 礼 なし,,,○,○,,,,,,,○,https://realestate.yahoo.co.jp/rent/detail/_00000657925695954c4335e0bca8c26d214e1398c6a7/
5.9,5.5,4000,グランデュール高橋,1R,16.2㎡,3,39,鉄骨,京急鶴見,,17,京急本線,鶴見区,5.87,神奈川県横浜市鶴見区東寺尾6,敷 なし / 礼 なし,,,○,○,○,,,,,,○,https://realestate.yahoo.co.jp/rent/detail/00000657925695954c4335e0bca8c26d214e1398c6a7/
5.9,5.5,4000,第2光栄ビル,1R,16.17㎡,3,41,鉄骨,日吉,3,22,東急東横線,港北区,4.78,神奈川県横浜市港北区日吉本町1,敷 なし / 礼 なし,,,○,○,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/000007245628db5a0d284884e88cd01234d91bd3ee7a/
5.9,5.5,4000,東海道本線 戸塚駅 4階建 築36年,1R,18.9㎡,3,36,鉄筋コンクリート,踊場,20,28,ブルーライン,泉区,4.36,神奈川県横浜市戸塚区戸塚町,敷 なし / 礼 なし,,○,○,○,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/_0000037306203256e937ee659314bbdfa4328739a7e9/
5.9,5.6,3000,セザール伊勢佐木,1R,21.17㎡,4,46,鉄骨鉄筋コンクリート,阪東橋,7,6,ブルーライン,南区,3.93,神奈川県横浜市中区若葉町3,敷 5.6万円 / 礼 5.6万円,,,○,,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/0000017387585cfea7ac470ecc1054b857d2de985926/
5.9,5.6,3000,TOP元住吉,1R,16.19㎡,4,40,鉄筋コンクリート,日吉,18,22,東急東横線,中原区,4.01,神奈川県川崎市中原区木月3,敷 なし / 礼 なし,,,○,○,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/000001128591d7b4cf8f4cc01874e57e5ab05b837130/
5.9,5.6,3000,トップ新丸子,1R,16.04㎡,3,41,鉄筋コンクリート,武蔵小杉,10,23,東急東横線,中原区,4.01,神奈川県川崎市中原区上丸子八幡町,敷 5.6万円 / 礼 5.6万円,,,○,○,,,,,,,,https://realestate.yahoo.co.jp/rent/detail/0000014721458b94d8621f1861aca75e5a3f26ce520b/
5.9,5.6,3000,東急東横線 自由が丘駅 4階建 築42年,1R,12.08㎡,4,42,鉄筋コンクリート,自由が丘,15,30,東急東横線,目黒区,9.77,東京都目黒区中根1,敷 5.6万円 / 礼 5.6万円,,,○,,,,,○,,,,https://realestate.yahoo.co.jp/rent/detail/_00000404449538a7d0237b52e4346965bf473c641f81/
